iter	F1	Logloss
70	0.9543320529	0.1855713266
71	0.9543320529	0.1830574516
72	0.9543320529	0.1816832053
73	0.9541284404	0.1792726385
74	0.9543710021	0.1773549147
75	0.9543710021	0.1766712623
76	0.9543710021	0.1743997873
77	0.9541675549	0.1739830288
78	0.9548167093	0.1733524249
79	0.9548167093	0.1719355178
80	0.9546132538	0.1718784227
81	0.9546132538	0.1698357952
82	0.9550202515	0.1690114267
83	0.9546132538	0.1673828004
84	0.9546132538	0.1665915058
85	0.9550202515	0.164439619
86	0.9559105431	0.1622710431
87	0.9557069847	0.161846574
88	0.9559105431	0.1616372271
89	0.9559105431	0.1614305339
90	0.9557069847	0.1599032758
91	0.9557069847	0.159881993
92	0.9559105431	0.1584909624
93	0.9561141883	0.157112828
94	0.9561141883	0.1565388878
95	0.9567625133	0.1553242709
96	0.9567625133	0.1552794468
97	0.95696634	0.154737269
98	0.95696634	0.1533619176
99	0.9574105622	0.1530082814
100	0.9574105622	0.1516850961
101	0.9574105622	0.151614438
102	0.95696634	0.1508666589
103	0.9567625133	0.1505206894
104	0.9572067277	0.1488739962
105	0.9572067277	0.1476689865
106	0.9572067277	0.1464351507
107	0.9572067277	0.1462580865
108	0.9572067277	0.1456368694
109	0.9572067277	0.1453843501
110	0.95700298	0.1448803068
111	0.956799319	0.1448066664
112	0.9565957447	0.1438964728
113	0.9565957447	0.1434507082
114	0.956392257	0.1427765367
115	0.9565957447	0.1424427262
116	0.9568360621	0.1420792115
117	0.9562260943	0.1412466478
118	0.9562260943	0.1411640637
119	0.9566326531	0.1407585459
120	0.9566326531	0.1406557137
121	0.9568360621	0.1397007907
122	0.9566326531	0.1392994537
123	0.9566326531	0.1390988454
124	0.9566326531	0.1390930993
125	0.9568360621	0.1382039462
126	0.9568360621	0.1381619401
127	0.9568360621	0.1370594711
128	0.9572794899	0.136047426
129	0.9572794899	0.1358432884
130	0.9568360621	0.1353540259
131	0.9568360621	0.1352322208
132	0.9568360621	0.1351195349
133	0.9570760731	0.1341624987
134	0.9570760731	0.1340827931
135	0.9566326531	0.1336992089
136	0.9566326531	0.1336695085
137	0.9572794899	0.1330096443
138	0.9572794899	0.1328420367
139	0.9572794899	0.1325783509
140	0.9572794899	0.1318946135
141	0.9572794899	0.1318519435
142	0.9572794899	0.1317186324
143	0.9572794899	0.1309495262
144	0.9572794899	0.1306537522
145	0.9572794899	0.1297972724
146	0.9572794899	0.1295245879
147	0.9572794899	0.128761241
148	0.9572794899	0.1282476675
149	0.9572794899	0.1276988697
150	0.9572794899	0.1267819134
151	0.9572794899	0.1258131912
152	0.9572794899	0.1256802178
153	0.9572794899	0.1255259778
154	0.9577225409	0.1252391243
155	0.9581652155	0.1249956063
156	0.9583687341	0.1246944209
157	0.9583687341	0.124366692
158	0.9583687341	0.1241980185
159	0.9583687341	0.1237155089
160	0.9585723391	0.1236164255
161	0.9583687341	0.1228737341
162	0.9583687341	0.1225540995
163	0.9583687341	0.1223213348
164	0.9583687341	0.1213737248
165	0.9583687341	0.1209482623
166	0.9583687341	0.1207886378
167	0.9583687341	0.1205343748
168	0.9583687341	0.1199368972
169	0.9583687341	0.1199147164
170	0.9583687341	0.1195807564
171	0.9583687341	0.119430454
172	0.9583687341	0.1192692581
173	0.9585723391	0.1180823506
174	0.9585723391	0.1180569257
175	0.9590146528	0.1172400251
176	0.9590146528	0.117193333
177	0.9590146528	0.1170616955
178	0.9590146528	0.1168195568
179	0.9590146528	0.1165340571
180	0.9590146528	0.1165306091
181	0.9590146528	0.1162954495
182	0.959456591	0.1160339793
183	0.959456591	0.1158099664
184	0.9596602972	0.1154418537
185	0.9596602972	0.1150795575
186	0.9596602972	0.1150638532
187	0.9596602972	0.1149632583
188	0.9596602972	0.114735244
189	0.9596602972	0.1147127869
190	0.9596602972	0.1144396923
191	0.9596602972	0.1144299122
192	0.9596602972	0.1140940081
193	0.9596602972	0.1138261587
194	0.9596602972	0.1138060414
195	0.9596602972	0.113321341
196	0.9596602972	0.1131397517
197	0.9596602972	0.1124742674
198	0.95986409	0.1120884061
199	0.95986409	0.1119729358
200	0.95986409	0.1118354153
201	0.95986409	0.1113513894
202	0.95986409	0.1110791055
203	0.95986409	0.1110790608
204	0.95986409	0.1105253184
205	0.95986409	0.11032581
206	0.9600679694	0.1100190501
207	0.9600679694	0.1099007211
208	0.9602719354	0.1096041087
209	0.9602719354	0.1093018136
210	0.9602719354	0.1091408912
211	0.9602719354	0.1091166039
212	0.9604759881	0.1087994425
213	0.9606801275	0.1085110335
214	0.9604759881	0.1082346199
215	0.9606801275	0.1079839887
216	0.9604759881	0.1077296283
217	0.9606801275	0.1076755926
218	0.9606801275	0.1073962153
219	0.9611217336	0.106896074
220	0.9615629645	0.1068632347
221	0.9617672048	0.1066310776
222	0.9611217336	0.1061278532
223	0.9611217336	0.1060705421
224	0.9617672048	0.1056057796
225	0.9620038208	0.105461684
226	0.962444303	0.1052421873
227	0.962444303	0.1049493233
228	0.962444303	0.1049493156
229	0.962444303	0.1048208162
230	0.962444303	0.1044311568
231	0.962444303	0.1043016297
232	0.962444303	0.1040011117
233	0.962444303	0.1038557378
234	0.9628528975	0.103457597
235	0.9628528975	0.1034438054
236	0.963088672	0.1028403222
237	0.9628844115	0.1027476105
238	0.963088672	0.102741616
239	0.9628844115	0.1025113637
240	0.9628844115	0.1022695105
241	0.9634974533	0.1020354814
242	0.9634974533	0.1020348439
243	0.9634974533	0.1019627891
244	0.9632930193	0.1017617079
245	0.9632930193	0.101424034
246	0.9637327678	0.1013048973
247	0.9637327678	0.1007337962
248	0.9637327678	0.1006346765
249	0.9641721433	0.1005051971
250	0.9641721433	0.1002985687
251	0.9641721433	0.1000008598
252	0.9641721433	0.09989869923
253	0.9641721433	0.09950162001
254	0.9641721433	0.09924050017
255	0.9641721433	0.09909572206
256	0.9646111464	0.09880430461
257	0.9654880373	0.09832562095
258	0.9654880373	0.09806026159
259	0.9654880373	0.09790552177
260	0.9654880373	0.09759949949
261	0.9650497776	0.09700534303
262	0.9650497776	0.09699267478
263	0.9650497776	0.09674186154
264	0.9654587836	0.09642557005
265	0.9652542373	0.0961966395
266	0.9654587836	0.09603505723
267	0.9654587836	0.09601372469
268	0.9654587836	0.09588221928
269	0.9650201399	0.09551673789
270	0.9650201399	0.09535793276
271	0.9650201399	0.09532246509
272	0.9650201399	0.0952614715
273	0.9650201399	0.09521771306
274	0.9650497776	0.09467275091
275	0.9650497776	0.09439830562
276	0.9652542373	0.09417580578
277	0.9652542373	0.09407235734
278	0.9656925032	0.09388369191
279	0.9656925032	0.09386280379
280	0.9650497776	0.09352295395
281	0.9654880373	0.09335738413
282	0.9654880373	0.09322919191
283	0.9659259259	0.09310975137
284	0.966363444	0.09298059537
285	0.9663349566	0.09245941512
286	0.9667724868	0.09232258428
287	0.9676464369	0.09183410869
288	0.9685189098	0.09164688991
289	0.9685189098	0.09161820909
290	0.9689545935	0.09128394373
291	0.9689545935	0.09125271279
292	0.9689545935	0.0911092399
293	0.9689545935	0.09089150482
294	0.9691592733	0.09072123671
295	0.9691592733	0.09047117404
296	0.9691592733	0.09035411666
297	0.9691592733	0.09023371754
298	0.9691592733	0.08988559047
299	0.9691592733	0.08963378829
300	0.9691592733	0.089252442
301	0.9691592733	0.08898310404
302	0.9691592733	0.08886736074
303	0.9691592733	0.08862762212
304	0.9691592733	0.08837724126
305	0.9695945946	0.0879261736
306	0.9700295483	0.08769622097
307	0.9700295483	0.08765205021
308	0.9702343255	0.08735111182
309	0.9702343255	0.08726229737
310	0.9711031428	0.08687746251
311	0.9711031428	0.08678512977
312	0.9711031428	0.08625745069
313	0.9715370019	0.08606474366
314	0.9719704953	0.0858586603
315	0.9719704953	0.08535938394
316	0.9719704953	0.08519039896
317	0.9719704953	0.08490185104
318	0.9719704953	0.08474898831
319	0.9719704953	0.08465185246
320	0.9719704953	0.08452651907
321	0.9719704953	0.08447761819
322	0.9719704953	0.08413437892
323	0.9721753794	0.08399571513
324	0.97238035	0.08387358131
325	0.9728134879	0.08360715106
326	0.9732462608	0.08323331964
327	0.9728363866	0.08290670527
328	0.9728363866	0.08284315751
329	0.9730412805	0.08260122178
330	0.9724036233	0.082361415
331	0.9724036233	0.08229136351
332	0.9724036233	0.08214189906
333	0.9719704953	0.08182340911
334	0.9719704953	0.08167035874
335	0.9724036233	0.08149243824
336	0.9724036233	0.08140513017
337	0.9724036233	0.08128621623
338	0.9728363866	0.08115887514
339	0.9728363866	0.08095206048
340	0.9728363866	0.08058065632
341	0.9728363866	0.08025351887
342	0.9728363866	0.08005133061
343	0.9730412805	0.07973484621
344	0.9730412805	0.079700167
345	0.9734736842	0.07942635471
346	0.9736786692	0.07932619573
347	0.9738837405	0.07910674301
348	0.9738837405	0.07885911578
349	0.9738837405	0.07881282102
350	0.9738837405	0.07874256438
351	0.9740888983	0.07858089908
352	0.9740888983	0.078494714
353	0.9745209518	0.07839356647
354	0.9745209518	0.07829177841
355	0.9747262005	0.07818574471
356	0.9747262005	0.07802976405
357	0.9747262005	0.0777043234
358	0.9751578947	0.07733157104
359	0.9762255418	0.07687263109
360	0.9766561514	0.07656372111
361	0.9762255418	0.0763750188
362	0.9766561514	0.07627448063
363	0.9762255418	0.07599769942
364	0.9762255418	0.07585500649
365	0.9766561514	0.07581142304
366	0.9766561514	0.07573581837
367	0.9775162849	0.07557967942
368	0.9781512605	0.07548496785
369	0.9781512605	0.0754325105
370	0.9781512605	0.07533138268
371	0.9781512605	0.07513493087
372	0.9781512605	0.07500525091
373	0.9781512605	0.07484734802
374	0.9781512605	0.07466592518
375	0.9781512605	0.07456235447
376	0.9781512605	0.07443343339
377	0.9781512605	0.07421747498
378	0.9785804284	0.07401676931
379	0.9785804284	0.07389837688
380	0.9785804284	0.07383529704
381	0.9794376836	0.07369970496
382	0.9794376836	0.07360135294
383	0.9794376836	0.0733982117
384	0.9794376836	0.07330627224
385	0.9794376836	0.07308605081
386	0.9790092359	0.07278810408
387	0.9790092359	0.07274201089
388	0.9790092359	0.07258589447
389	0.9790092359	0.07250432256
390	0.9790092359	0.0724581926
391	0.9792147806	0.07240280612
392	0.9792147806	0.07215496823
393	0.9790092359	0.0717250586
394	0.9796432319	0.0715109369
395	0.9796432319	0.07112882716
396	0.9796432319	0.07106940511
397	0.9798488665	0.07082117954
398	0.9798488665	0.07074432852
399	0.980704698	0.07046616135
400	0.980704698	0.07037774105
401	0.9813378067	0.07010500765
402	0.9821914938	0.06996955057
403	0.9821914938	0.06982643034
404	0.9826032278	0.06974091142
405	0.9826032278	0.06946349548
406	0.9826032278	0.06941358489
407	0.9826032278	0.06935172502
408	0.9828092243	0.0692274228
409	0.9828092243	0.06883109432
410	0.9828092243	0.06877012306
411	0.9828092243	0.06857308878
412	0.9828092243	0.06849775457
413	0.9828092243	0.06831019693
414	0.9832355407	0.0681711706
415	0.9832355407	0.06805390178
416	0.9832355407	0.06802905056
417	0.9828092243	0.06774931122
418	0.9828092243	0.06766019277
419	0.9836477987	0.06752032682
420	0.9836477987	0.06737178524
421	0.9840737636	0.06720134407
422	0.9840737636	0.06711296395
423	0.9838675885	0.06687310469
424	0.9838675885	0.06668464157
425	0.9838675885	0.06655420936
426	0.9840737636	0.06638561517
427	0.9840737636	0.06620587184
428	0.9840737636	0.06617545102
429	0.9840737636	0.06583906891
430	0.9840737636	0.06565219603
431	0.9840737636	0.06534416654
432	0.9840737636	0.06525618647
433	0.9840737636	0.06510319515
434	0.9844993716	0.06498240844
435	0.9844993716	0.06493551336
436	0.9847056359	0.06482489739
437	0.9847056359	0.0647797539
438	0.9847056359	0.0647265545
439	0.9847056359	0.06432371123
440	0.9847056359	0.06420738237
441	0.9847056359	0.06417327998
442	0.9847056359	0.06390278378
443	0.9851308901	0.06372911558
444	0.9851308901	0.0636891375
445	0.9851308901	0.0634946619
446	0.9851308901	0.06334452833
447	0.9857740586	0.06297615804
448	0.9857740586	0.06294381848
449	0.9859803306	0.06275701642
450	0.9859803306	0.06260685337
451	0.9859803306	0.06257381745
452	0.9857740586	0.06233720746
453	0.9857740586	0.0622311651
454	0.9859803306	0.06216410266
455	0.9859803306	0.06182639822
456	0.986186689	0.06152730312
457	0.986186689	0.06143348225
458	0.986186689	0.0612610281
459	0.986186689	0.06119868777
460	0.9866108787	0.06105309393
461	0.9866108787	0.06089173053
462	0.9866108787	0.06081436812
463	0.9866108787	0.06063092965
464	0.9866108787	0.06043473228
465	0.9866108787	0.06033734671
466	0.9866108787	0.0602064176
467	0.9866108787	0.06014931016
468	0.9866108787	0.05994957209
469	0.9866108787	0.05969498618
470	0.9870347135	0.05957925336
471	0.9870347135	0.05942086368
472	0.987458194	0.05916426998
473	0.987458194	0.05898807625
474	0.9872518286	0.05889928209
475	0.9872518286	0.05881671241
476	0.987458194	0.05876594069
477	0.9870347135	0.05869559568
478	0.987458194	0.0586753139
479	0.987458194	0.05865720831
480	0.9866108787	0.0585311343
481	0.9866108787	0.05822591893
482	0.9870347135	0.05811910863
483	0.9870347135	0.05809628096
484	0.9870347135	0.05806791284
485	0.9870347135	0.0579444286
486	0.9870347135	0.05782269186
487	0.987458194	0.05780834931
488	0.9872411629	0.05773031607
489	0.9876646456	0.05760830149
490	0.9876646456	0.05743965209
491	0.9876646456	0.05741508959
492	0.9876646456	0.05721537127
493	0.9876646456	0.05714084743
494	0.9882943144	0.05689025132
495	0.9887170915	0.05684871379
496	0.9887170915	0.05668497588
497	0.9882943144	0.05648063249
498	0.9882943144	0.05642809562
499	0.9882943144	0.05638070332
500	0.9882943144	0.05619425352
501	0.9882943144	0.05618358899
502	0.9882943144	0.05612901102
503	0.9882943144	0.05603349307
504	0.9887170915	0.05592126808
505	0.9887170915	0.05571344482
506	0.9887170915	0.05554454936
507	0.9887170915	0.055404491
508	0.9887170915	0.05526870393
509	0.9887170915	0.05516491709
510	0.9893461458	0.05489510298
511	0.9893461458	0.05485428974
512	0.98892372	0.05482853559
513	0.9901899395	0.05464102683
514	0.9901899395	0.05453347565
515	0.9901899395	0.05439125722
516	0.9901899395	0.0543084819
517	0.9901899395	0.05422727394
518	0.9901899395	0.05393536246
519	0.9901899395	0.05392371636
520	0.9901899395	0.05389813352
521	0.9901899395	0.05376631714
522	0.9901899395	0.05371842073
523	0.9901899395	0.05370801713
524	0.9901899395	0.05369361301
525	0.9901899395	0.053521738
526	0.9901899395	0.05349900712
527	0.9901899395	0.0534003699
528	0.9901899395	0.05330422724
529	0.9906113082	0.05319090948
530	0.9906113082	0.05312865976
531	0.9908180301	0.05292181794
532	0.9908180301	0.05267101787
533	0.9908180301	0.05261195081
534	0.9908180301	0.05257948517
535	0.9908180301	0.05256480865
536	0.9912390488	0.05246646736
537	0.9912390488	0.05235217874
538	0.9912390488	0.05232830591
539	0.9912390488	0.05229576209
540	0.9912390488	0.05214054938
541	0.9912390488	0.05204926296
542	0.9912390488	0.05195737158
543	0.9912390488	0.0519403869
544	0.9912390488	0.05187265568
545	0.9912390488	0.05182572415
546	0.9912390488	0.05165082733
547	0.9912390488	0.05156774699
548	0.9912390488	0.0515359378
549	0.9912390488	0.05151084745
550	0.9912390488	0.05145958686
551	0.9912390488	0.05140878825
552	0.9912390488	0.05128496362
553	0.9912390488	0.05116563341
554	0.9912390488	0.05106643117
555	0.9916597164	0.05091301158
556	0.9916597164	0.05083098089
557	0.9916597164	0.0508043302
558	0.9916597164	0.05055383401
559	0.9916597164	0.05048582211
560	0.9916597164	0.05038062382
561	0.9918665276	0.05032455764
562	0.9918665276	0.0500907308
563	0.9920734251	0.04988813447
564	0.9920734251	0.04987303606
565	0.9920734251	0.04967416039
566	0.9914458585	0.04955290392
567	0.9916527546	0.04944927852
568	0.9920734251	0.04929791624
569	0.9920734251	0.04921333822
570	0.9920734251	0.0490283441
571	0.9920734251	0.04888468241
572	0.9922804089	0.04880908422
573	0.9922804089	0.04874215405
574	0.9922804089	0.048682887
575	0.9924874791	0.04856746666
576	0.9929078014	0.04852212114
577	0.9929078014	0.04843915347
578	0.9929078014	0.04839024912
579	0.9933277731	0.04823464014
580	0.9933277731	0.048082072
581	0.9933277731	0.04793439503
582	0.9933277731	0.04791268625
583	0.9933277731	0.04787687037
584	0.9933277731	0.04785271714
585	0.9933277731	0.04769277906
586	0.9933277731	0.04763708755
587	0.9933277731	0.04748884518
588	0.9933277731	0.04746650427
589	0.9933277731	0.04736704258
590	0.9933277731	0.04735817887
591	0.9933277731	0.04728803481
592	0.9933277731	0.04726990783
593	0.9933277731	0.04705613059
594	0.9933277731	0.04698294719
595	0.9933277731	0.04691336788
596	0.9933277731	0.04689201531
597	0.9933277731	0.04681390427
598	0.9933277731	0.04678182309
599	0.9937473947	0.04671901119
600	0.9937473947	0.0466129286
601	0.9937473947	0.04654624353
602	0.9937473947	0.04645529924
603	0.9937473947	0.04636873572
604	0.9937473947	0.04619625203
605	0.9937473947	0.04613343961
606	0.9937473947	0.04607000549
607	0.9937473947	0.04602015031
608	0.9937473947	0.04598262355
609	0.9937473947	0.04589580401
610	0.9937473947	0.04581816937
611	0.9937473947	0.04574701814
612	0.9937473947	0.04572990046
613	0.9937473947	0.04568330075
614	0.9937473947	0.04565337428
615	0.9937473947	0.04548034893
616	0.9937473947	0.04539962625
617	0.9941666667	0.04531946028
618	0.9941666667	0.04526406521
619	0.9945855893	0.04520460739
620	0.9941666667	0.04509829162
621	0.9941666667	0.04500876723
622	0.9941666667	0.04484417165
623	0.9941666667	0.04477061325
624	0.9941666667	0.04475185847
625	0.9941666667	0.04472000229
626	0.9941666667	0.04465389763
627	0.9941666667	0.04453216855
628	0.9945855893	0.0444895556
629	0.9945855893	0.04443020439
630	0.9945855893	0.04430851644
631	0.9945855893	0.0442329257
632	0.9945855893	0.04419269483
633	0.9945855893	0.04414249809
634	0.9945855893	0.04409251643
635	0.9945855893	0.04408244603
636	0.9945855893	0.04404373808
637	0.9945855893	0.0440397987
638	0.9945855893	0.04393126649
639	0.9945855893	0.04377191902
640	0.9945855893	0.04375571975
641	0.9945855893	0.04368732232
642	0.9945855893	0.04358651447
643	0.9950041632	0.04350112154
644	0.9945855893	0.04336784694
645	0.9941666667	0.04325648458
646	0.9941666667	0.04321893808
647	0.9941666667	0.0431009059
648	0.9943738279	0.04307333809
649	0.9943738279	0.04305155017
650	0.9943738279	0.04301337943
651	0.9952113263	0.04286002956
652	0.9952113263	0.0427285987
653	0.9952113263	0.04270002382
654	0.9952113263	0.04263226206
655	0.9952113263	0.04255502139
656	0.9952113263	0.04251829733
657	0.9952113263	0.0424673704
658	0.9954185756	0.04242558964
659	0.9954185756	0.04232873972
660	0.9952113263	0.04222175722
661	0.9952113263	0.04214550935
662	0.9952113263	0.0419792223
663	0.9956295525	0.04180149673
664	0.9956295525	0.04174730815
665	0.9956295525	0.0416473322
666	0.9956295525	0.04159050897
667	0.9956295525	0.04153742238
668	0.9956295525	0.04149198886
669	0.9956295525	0.04138468954
670	0.9958368027	0.04115843977
671	0.9958368027	0.04110886128
672	0.9958368027	0.04101851029
673	0.9958368027	0.0408093832
674	0.9964620187	0.04072764001
675	0.9964620187	0.0406383435
676	0.9966694421	0.04052863609
677	0.9966694421	0.04042623084
678	0.9964620187	0.04032697417
679	0.9964620187	0.04023781217
680	0.9962546816	0.04019358227
681	0.9964620187	0.04014355131
682	0.9964620187	0.04011554772
683	0.9966694421	0.03993141083
684	0.9966694421	0.03977744534
685	0.9966694421	0.03970308389
686	0.9966694421	0.03967840059
687	0.9964620187	0.03953804798
688	0.9966694421	0.03950795301
689	0.9966694421	0.0394685429
690	0.9966694421	0.03943143603
691	0.9966694421	0.03938975859
692	0.9966694421	0.03934345077
693	0.9966694421	0.03932149805
694	0.9964620187	0.0392574824
695	0.9964620187	0.03914802047
696	0.9966694421	0.03905664445
697	0.9966694421	0.03898805647
698	0.9966694421	0.03894837729
699	0.9966694421	0.03893792217
700	0.9966694421	0.03886549911
701	0.9966694421	0.03882188441
702	0.9966694421	0.03879497725
703	0.9966694421	0.03871862283
704	0.9968769519	0.03865752878
705	0.9968769519	0.03861288805
706	0.9966694421	0.03843152281
707	0.9966694421	0.03835127677
708	0.9966694421	0.03830413532
709	0.9966694421	0.03826220596
710	0.9966694421	0.0381374979
711	0.9966694421	0.03804792566
712	0.9966694421	0.0379560246
713	0.9966694421	0.03782106989
714	0.9966694421	0.03780698854
715	0.9966694421	0.03767055421
716	0.9968769519	0.03756655957
717	0.9970845481	0.03754656858
718	0.9970845481	0.03750638009
719	0.9968769519	0.0373526703
720	0.9968769519	0.03729195583
721	0.9968769519	0.03725539039
722	0.9970845481	0.03719143786
723	0.9970845481	0.03716649054
724	0.9970845481	0.03711103513
725	0.9970845481	0.03709574857
726	0.9970845481	0.03707344829
727	0.9970845481	0.03703660715
728	0.9972922308	0.03693649863
729	0.9972922308	0.03692297898
730	0.9972922308	0.03690609742
731	0.9972922308	0.03683511998
732	0.9972922308	0.03681749178
733	0.9972922308	0.03669664941
734	0.9972922308	0.03664374186
735	0.9972922308	0.03657617799
736	0.9972922308	0.03652605861
737	0.9972922308	0.03649869981
738	0.9970845481	0.03648241604
739	0.9972922308	0.03644010188
740	0.9972922308	0.03642800537
741	0.9972922308	0.03635501176
742	0.9972922308	0.03626508535
743	0.9972922308	0.03622578161
744	0.9972922308	0.03618764634
745	0.9972922308	0.03615728743
746	0.9972922308	0.03607757545
747	0.9972922308	0.03604554967
748	0.9972922308	0.03588674561
749	0.9972922308	0.0358748941
750	0.9972922308	0.03585047063
751	0.9972922308	0.03576603352
752	0.9972922308	0.03565851501
753	0.9972922308	0.03563551192
754	0.9972922308	0.03554201643
755	0.9972922308	0.03552439113
756	0.9972922308	0.03551727566
757	0.9972922308	0.03550026457
758	0.9972922308	0.0354005709
759	0.9972922308	0.03532089213
760	0.9972922308	0.03524558387
761	0.9972922308	0.03509358191
762	0.9972922308	0.03504688693
763	0.9972922308	0.03497301173
764	0.9972922308	0.03490857347
765	0.9972922308	0.03487986158
766	0.9972922308	0.03484374483
767	0.9977097647	0.03481192413
768	0.9977097647	0.03479859021
769	0.9972922308	0.03475129466
770	0.9972922308	0.03472887696
771	0.9972922308	0.03460890966
772	0.9972922308	0.03452337112
773	0.9983347211	0.03442867704
774	0.9983347211	0.0344083544
775	0.9985425776	0.03438186514
776	0.9981253905	0.03428740115
777	0.9983347211	0.03419737214
778	0.9985425776	0.03411382759
779	0.9985425776	0.03406686159
780	0.9985425776	0.03397621734
781	0.9985425776	0.03394457408
782	0.9985425776	0.03378967699
783	0.9985425776	0.03376358712
784	0.9985425776	0.03374916833
785	0.9985425776	0.03372750211
786	0.9985425776	0.03370666228
787	0.9985425776	0.03364081454
788	0.9985425776	0.03355280739
789	0.9985425776	0.03351421172
790	0.9985425776	0.03350035204
791	0.9985425776	0.0334604129
792	0.9985425776	0.03343535783
793	0.9985425776	0.0334261379
794	0.9985425776	0.03335052828
795	0.9985425776	0.03331145115
796	0.9985425776	0.03323591488
797	0.9985425776	0.0331793114
798	0.9985425776	0.03315465327
799	0.9985425776	0.0331413035
